"name","description","category","price","seller","url1","url2","url3","url4"
"Immortal Journey Irelia & Talon DUO Figures","Long ago, in an ancient land, many souls gathered beneath the gods to test the limits of their power. Foolish and arrogant, brave and just, their journeys are written into the immortal pages of history…\nIn the light of his hubris, dragon king Talon is challenged by demigoddess Irelia to a duel in order for him to see humility.\nThe epic duel between these two are now available as #01 in Series 4.","figures","46.75","League Figure Maker","https://images.contentstack.io/v3/assets/blt5bbf09732528de36/bltc0dd197f41027de0/5f6a750d6f40ab4648b5e51d/Irelia_Talon_Duofigures.png","https://images.contentstack.io/v3/assets/blt5bbf09732528de36/blt7a12bee1c016a62d/5f6408aea4d7b56a238662a7/Figures_ecomm_0001_4.jpg","https://images.contentstack.io/v3/assets/blt5bbf09732528de36/bltaec786288f24bf40/5f6bf513ad6ff34788c05edd/Talon_images_0008_6.jpg","https://images.contentstack.io/v3/assets/blt5bbf09732528de36/blt31c25f5298113d47/5f6408a5a4d7b56a238662a3/Figures_ecomm_0002_7.jpg"
"Cho'Gath Team Mini","Limited Edition Cho'Gath will feast upon the world and feed the souls to the Void.","figures","12","League Figure Maker","https://images.contentstack.io/v3/assets/blt5bbf09732528de36/blt78c0229d30ab4ba8/5fff7578092adc41f184c3a3/Cho_00.png","https://images.contentstack.io/v3/assets/blt5bbf09732528de36/bltf9d62b75977ea738/5fff756a1ae93152b725fe4b/Cho_01.png","https://images.contentstack.io/v3/assets/blt5bbf09732528de36/bltba597385cc938631/5fff756dc4800352b1e5087c/Cho_02.png","https://images.contentstack.io/v3/assets/blt5bbf09732528de36/blt186e0791f9e3fa9a/5fff756efc835846353c4a4b/Cho_03.png"
"Battle Principal Yuumi Team Mini","The newest principal of durandal God-Weapon Academy arrives as our newest Limited Edition Team Mini. As a powerful channeler of magic, she uses the academic registry book as a focus object to generate apocalyptic levels of energy... often while perched on a terrified student's head.","figures","12","League Figure Maker","https://images.contentstack.io/v3/assets/blt5bbf09732528de36/blt6fafcbf0e19e98bd/604be494c7198e3af48f9ec7/BA_yuumi_00.png","https://images.contentstack.io/v3/assets/blt5bbf09732528de36/blt21d425fb3d11d5d7/604be49808636f3d7749e048/BA_yuumi_01.png","https://images.contentstack.io/v3/assets/blt5bbf09732528de36/blt769dc24b057d607b/604be49a5aedc043351b87eb/BA_yuumi_02.png","https://images.contentstack.io/v3/assets/blt5bbf09732528de36/blt9369f77f551d7505/604be4a11a42e25ce54ea392/BA_yuumi_03.png"
"Corki Corgi Figure","""That just goes to show you you're nothin' but a Whiskey Delta!""
\nCorgi Corki flies into the Series 4 line as Limited Edition #06 to celebrate this year's April Fools. Atop his trusty corgi, Corki is ready to start making his special delivery across Runeterra. This figure is a Limited Edition variant that comes with its own custom Series 4 Limited Edition box, usable in-game League of Legends Summoner Icon, and will not be restocked once sold out.
","figures","35","League Figure Maker","https://images.contentstack.io/v3/assets/blt5bbf09732528de36/blta7aefaa6d375bc40/60639fc09a1d7d1050bd386f/corgi_corki_00.png","https://images.contentstack.io/v3/assets/blt5bbf09732528de36/blt40aa6ead74c3f3b2/60639fc49a1d7d1050bd3873/corgi_corki_01.png","https://images.contentstack.io/v3/assets/blt5bbf09732528de36/bltbf1d2c6577c0834f/60639fc89a1d7d1050bd3877/corgi_corki_03.png","https://images.contentstack.io/v3/assets/blt5bbf09732528de36/blt778e7855e5b61218/60639fcaf7a7c1102cea206b/corgi_corki_04.png"
"Zoe XL Figure","You'll never know where she will appear next as Zoe crosses dimensions to find her way into the Series 3 figure line as #06.","figures","32.5","League Figure Maker","https://images.contentstack.io/v3/assets/blt5bbf09732528de36/blta502e3d937566fab/5f586e4f52d8f50f4bb6b096/11-19-2018_2017_10_37_894_ZOE-figurwe-front.png","https://images.contentstack.io/v3/assets/blt5bbf09732528de36/blt811a22db4f90577c/5f586e5001deda2e2d95cc48/11-19-2018_2017_10_31_532_ZOE-BACK_20copy.png","https://images.contentstack.io/v3/assets/blt5bbf09732528de36/blt06d09cc4ed5dd91c/5f586e4f5055ab4ffa329505/11-19-2018_2017_10_31_549_ZOE-BOX_20copy.png","https://images.contentstack.io/v3/assets/blt5bbf09732528de36/bltad9dfe29690e6604/5f586e50d118c94ffb8906f7/11-19-2018_2017_10_37_909_ZOE-MUG_front2.png"
"Yuumi Figure","""Where's my fishy fishy fish for my dishy dishy dish?"" Yuumi, the Magical Cat zooms into the Series 3 figure line as #021.","figures","27.5","League Figure Maker","https://images.contentstack.io/v3/assets/blt5bbf09732528de36/blt8cef1b8b4ef9bcad/5f7ceaca3dea860e7be3d8af/Ecomm-Square-Yuumi_Fig1-2560x2560.png","https://images.contentstack.io/v3/assets/blt5bbf09732528de36/blt4ec7a9dffe60e972/5f7cead0f11ee70e9e14df82/Ecomm-Square-Yuumi_Fig2-2560x2560.png","https://images.contentstack.io/v3/assets/blt5bbf09732528de36/bltcb6f77f1095ca4a0/5f7cead4879de80eb41b0e55/Ecomm-Square-Yuumi_Fig4-2560x2560.png","https://images.contentstack.io/v3/assets/blt5bbf09732528de36/blt25d3510d3bc1fa6e/5f7cead7d4fbb50ef3076897/Ecomm-Square-Yuumi_Fig5-2560x2560.png"
"Nendoroid Ezreal","Who needs a map when you have this prodigal explorer to lead the way? We're excited to bring you this premium Nendoroid Ezreal figure, produced in collaboration with Good Smile.
\nPro-tip: Keep separate from Noxians. And you should probably keep him away from Shyvana as well.

\nNendoroid are highly posable and come with swappable arms and faces, allowing you to act out a variety of different scenes.
\nTilt the enemy bot lane with Mystic Shot and Trueshot Barrage add-on pieces.
\nAn articulated stand is included to support various poses.
","figures","55","League Figure Maker","https://images.contentstack.io/v3/assets/blt5bbf09732528de36/blt29ed501fbe7f4b31/5f594065337a4e2e136f7de2/2018-09-07_2000_10_44.373_ez_1kx1k_pose_1.png","https://images.contentstack.io/v3/assets/blt5bbf09732528de36/blte0e055301a6cedbc/5f59406598d8af55881dcf59/2018-09-07_2000_10_45.021_ez_1kx1k_pose2.png","https://images.contentstack.io/v3/assets/blt5bbf09732528de36/blt68d0d8f20cdc4078/5f5940666425fd644a75f9e7/2018-09-07_2000_10_45.692_ez_1kx1k_pose3.png","https://images.contentstack.io/v3/assets/blt5bbf09732528de36/blt56c8e54dd6c1e7e8/5f59406692eeed52c62f159f/2018-09-07_2000_10_46.460_ez_1kx1k_poses4.png"
"Urf Figure (Series 3)","A golden spatula. Narwhals of glory. A wondrous olive crown. Urf is Limited Edition and the king of the Series 3 figure line. URF!","figures","32.5","League Figure Maker","https://images.contentstack.io/v3/assets/blt5bbf09732528de36/blt6f76ac864a51ffbe/5f594124c75c5c5912cac5fc/2018-09-07_2000_14_33.195_urf_ecomm_fig2_front.png","https://images.contentstack.io/v3/assets/blt5bbf09732528de36/bltad36b0d5fdec29bd/5f5941242dd06a2f7242fe9e/2018-09-07_2000_14_33.857_urf_ecomm_fig_4_box.png","https://images.contentstack.io/v3/assets/blt5bbf09732528de36/blt4e9504e11b37f49b/5f5941253fc7e52e120b4c59/2018-09-07_2000_14_34.553_urf_ecomm_fig3_back.png","https://images.contentstack.io/v3/assets/blt5bbf09732528de36/blt9d8de1c9e8aedae7/5f594126e3d94f39696d4b88/2018-09-07_2000_14_35.201_urf_ecomm_fig_1.png"
"Yasuo Figure","One blade, one purpose. Cutting through like a Steel Tempest, Yasuo flows into the Series 2 collection.","figures","27.5","League Figure Maker","https://images.contentstack.io/v3/assets/blt5bbf09732528de36/bltda6b9c16a769b2b2/5f586bb52275866a6a88aa02/2018-09-07_2000_13_11.948_s2_yasuo_figure_front_1kx1k.png","https://images.contentstack.io/v3/assets/blt5bbf09732528de36/blt82e4decc212d9ff1/5f586bb6543e341e46bf26b7/2018-09-07_2000_13_12.572_s2_yasuo_figure_box1kx1k.png","https://images.contentstack.io/v3/assets/blt5bbf09732528de36/blt71848badad976540/5f586bb7c613160f9263a271/2018-09-07_2000_13_13.217_s2_yasuo_figure_back1kx1k.png","https://images.contentstack.io/v3/assets/blt5bbf09732528de36/blt171e89137789effc/5f586bb7fa12216895125e67/2018-09-07_2000_13_13.823_s2_yasuo_figure_scale_1kx1k.png"
"Ahri Unlocked Statue","Innately connected to the latent power of Runeterra, Ahri is a vastaya who can reshape magic into orbs of raw energy. She revels in toying with her prey by manipulating their emotions before devouring their life essence. Despite her predatory nature, Ahri retains a sense of empathy as she receives flashes of memory from each soul she consumes.\nAhri, The Nine-Tailed Fox is now Unlocked.
","statues","75","League Sculptor","https://images.contentstack.io/v3/assets/blt5bbf09732528de36/blt2ccb7909760c15c1/5fc57b19fd99385ff6009fae/Ahri_00.png","https://images.contentstack.io/v3/assets/blt5bbf09732528de36/bltca65bcb820e9ee4c/5fc57b2197f9f35d942efd39/Ahri_01.png","https://images.contentstack.io/v3/assets/blt5bbf09732528de36/blt6e98af4693663d9d/5fc57b1809ed4c6f277f17c3/Ahri_03.png","https://images.contentstack.io/v3/assets/blt5bbf09732528de36/blt9c3b0f04c6027cd7/5fc57b1c09ed4c6f277f17c7/Ahri_04.png"
"Xayah Unlocked Statue"," Deadly and precise, Xayah is a vastayan revolutionary waging a personal war to save her people. She uses her speed, guile, and razor-sharp feather blades to cut down anyone who stands in her way. Xayah fights alongside her partner and lover, Rakan, to protect their dwindling tribe, and restore their race to her vision of its former glory. \nXayah, The Rebel is now Unlocked.
","statues","75","League Sculptor","https://images.contentstack.io/v3/assets/blt5bbf09732528de36/bltd2e7635ba8dffa31/600749f982548c0f8284a152/xayah_00.png","https://images.contentstack.io/v3/assets/blt5bbf09732528de36/bltf96300ed23c31be5/601afe6c269aa649b975641b/xayah_01.png","https://images.contentstack.io/v3/assets/blt5bbf09732528de36/blt9db5d1e93822219e/601afe7037c7bc6afba5136d/xayah_02.png","https://images.contentstack.io/v3/assets/blt5bbf09732528de36/blt3a1ccdb44ec66087/60074a066215cf0f9a18b533/xayah_04.png"
"Miss Fortune Unlocked"," A Bilgewater captain famed for her looks but feared for her ruthlessness, Sarah Fortune paints a stark figure among the hardened criminals of the port city. As a child, she witnessed the reaver king Gangplank murder her family - an act she brutally avenged years later, blowing up his flagship while he was still aboard. Those who underestimate her will face a beguiling and unpredictable opponent... and likely, a bullet or two in their guts.\nMiss Fortune, The Bounty Hunter is now Unlocked.
","statues","75","League Sculptor","https://images.contentstack.io/v3/assets/blt5bbf09732528de36/blt7d7d3aa55ac49b01/60357c0920cf3e18e0faf1d4/mf_ecomm_00.png","https://images.contentstack.io/v3/assets/blt5bbf09732528de36/blt3c540a56e9a8089b/60357c0f43b017423e0dfa76/mf_ecomm_01.png","https://images.contentstack.io/v3/assets/blt5bbf09732528de36/blt1960fe1b81b2b17c/60357c112d3c3774992c51f3/mf_ecomm_02.png","https://images.contentstack.io/v3/assets/blt5bbf09732528de36/blt86f15a2c68e3e2d3/60357c16a8b314423f5ef28b/mf_ecomm_04.png"
"PROJECT: Irelia Unlocked Statue"," ""Let them come! This land will be their graveyard!""
\n Special Edition PROJECT: Irelia is now Unlocked.","statues","85","League Sculptor","https://images.contentstack.io/v3/assets/blt5bbf09732528de36/blt86f68a6bf4455996/5f7cea78df178b0ea98485ae/Ecomm-Square-Irelia_Fig_03983-2560x2560.png","https://images.contentstack.io/v3/assets/blt5bbf09732528de36/blt5cb13ea589817da3/5f7cea834b7a2b0e86b03c70/Ecomm-Square-Irelia_Fig_03988-2560x2560.png","https://images.contentstack.io/v3/assets/blt5bbf09732528de36/blt6c0f6dd9a29f2b5a/5f7cea8eaf58110efed278ee/Ecomm-Square-Irelia_Fig_wBG_4156-2560x2560.jpg","https://images.contentstack.io/v3/assets/blt5bbf09732528de36/blt67788c0f6327aa44/5f7cea9aaf58110efed278f2/Ecomm-Square-Irelia_Pckg-2560x2560.png"
